date,ticker,expiry,option_type,strike,underlying_price,implied_volatility,delta,bid,ask,volume,open_interest
2025-02-27,MSFT,2025-03-24,C,257.2,242.64,0.212818,0.25,2.04,2.09,499,1912
2025-02-27,MSFT,2025-03-24,C,242.64,242.64,0.239049,0.5,2.3,2.34,304,1381
2025-02-27,MSFT,2025-03-24,P,242.64,242.64,0.239049,-0.5,2.3,2.34,21,1248
2025-02-27,MSFT,2025-03-24,P,228.08,242.64,0.26528,-0.25,2.55,2.6,135,2890
2025-02-27,MSFT,2025-03-24,P,213.53,242.64,0.275772,-0.1,2.65,2.7,156,3388
2025-02-27,MSFT,2025-03-31,C,271.76,242.64,0.207749,0.1,1.99,2.04,116,205
2025-02-27,MSFT,2025-03-31,C,257.2,242.64,0.215618,0.25,2.06,2.12,207,4362
2025-02-27,MSFT,2025-03-31,C,242.64,242.64,0.241849,0.5,2.32,2.38,461,4798
2025-02-27,MSFT,2025-03-31,P,242.64,242.64,0.241849,-0.5,2.32,2.37,84,4472
2025-02-27,MSFT,2025-03-31,P,228.08,242.64,0.26808,-0.25,2.58,2.63,297,3938
2025-02-27,MSFT,2025-03-31,P,213.53,242.64,0.278572,-0.1,2.67,2.73,356,3983
2025-02-27,MSFT,2025-04-28,C,271.76,242.64,0.218949,0.1,2.1,2.15,456,1895
2025-02-27,MSFT,2025-04-28,C,257.2,242.64,0.226818,0.25,2.18,2.22,241,1841
2025-02-27,MSFT,2025-04-28,C,242.64,242.64,0.253049,0.5,2.43,2.48,383,3510
2025-02-27,MSFT,2025-04-28,P,242.64,242.64,0.253049,-0.5,2.43,2.48,109,3560
2025-02-27,MSFT,2025-04-28,P,228.08,242.64,0.27928,-0.25,2.69,2.73,165,2793
2025-02-27,MSFT,2025-04-28,P,213.53,242.64,0.289772,-0.1,2.79,2.84,139,2612
2025-02-28,MSFT,2025-03-25,C,273.86,244.51,0.249869,0.1,2.42,2.47,8,3768
2025-02-28,MSFT,2025-03-25,C,259.19,244.51,0.258131,0.25,2.5,2.55,175,3455
2025-02-28,MSFT,2025-03-25,C,244.51,244.51,0.285671,0.5,2.77,2.82,442,2392
2025-02-28,MSFT,2025-03-25,P,244.51,244.51,0.285671,-0.5,2.77,2.82,310,3435
2025-02-28,MSFT,2025-03-25,P,229.84,244.51,0.313212,-0.25,3.03,3.09,392,1530
2025-02-28,MSFT,2025-03-25,P,215.17,244.51,0.324228,-0.1,3.14,3.2,186,1562
2025-02-28,MSFT,2025-04-01,C,273.86,244.51,0.252669,0.1,2.45,2.5,256,4142
2025-02-28,MSFT,2025-04-01,C,259.19,244.51,0.260931,0.25,2.52,2.58,269,4315
2025-02-28,MSFT,2025-04-01,C,244.51,244.51,0.288471,0.5,2.79,2.85,174,1388
2025-02-28,MSFT,2025-04-01,P,244.51,244.51,0.288471,-0.5,2.79,2.85,366,4685
2025-02-28,MSFT,2025-04-01,P,229.84,244.51,0.316012,-0.25,3.07,3.12,73,245
2025-02-28,MSFT,2025-04-01,P,215.17,244.51,0.327028,-0.1,3.18,3.22,190,4182
2025-02-28,MSFT,2025-04-29,C,273.86,244.51,0.263869,0.1,2.55,2.61,273,4160
2025-02-28,MSFT,2025-04-29,C,259.19,244.51,0.272131,0.25,2.64,2.69,92,292
2025-02-28,MSFT,2025-04-29,C,244.51,244.51,0.299671,0.5,2.91,2.96,177,1888
2025-02-28,MSFT,2025-04-29,P,244.51,244.51,0.299671,-0.5,2.91,2.95,456,538
2025-02-28,MSFT,2025-04-29,P,229.84,244.51,0.327212,-0.25,3.18,3.22,464,1037
2025-02-28,MSFT,2025-04-29,P,215.17,244.51,0.338228,-0.1,3.28,3.34,285,1914
2025-03-03,MSFT,2025-03-28,C,274.87,245.42,0.19836,0.1,1.92,1.97,183,4801
2025-03-03,MSFT,2025-03-28,C,260.14,245.42,0.20693,0.25,2.0,2.06,117,3232
2025-03-03,MSFT,2025-03-28,C,245.42,245.42,0.235495,0.5,2.28,2.34,231,3599
2025-03-03,MSFT,2025-03-28,P,245.42,245.42,0.235495,-0.5,2.28,2.34,376,2487
2025-03-03,MSFT,2025-03-28,P,230.69,245.42,0.264061,-0.25,2.57,2.62,390,2312
2025-03-03,MSFT,2025-03-28,P,215.97,245.42,0.275487,-0.1,2.68,2.73,497,1361
2025-03-03,MSFT,2025-04-04,C,274.87,245.42,0.20116,0.1,1.95,2.0,356,2148
2025-03-03,MSFT,2025-04-04,C,260.14,245.42,0.20973,0.25,2.03,2.08,286,2504
2025-03-03,MSFT,2025-04-04,C,245.42,245.42,0.238295,0.5,2.32,2.36,345,1706
2025-03-03,MSFT,2025-04-04,P,245.42,245.42,0.238295,-0.5,2.32,2.36,427,3537
2025-03-03,MSFT,2025-04-04,P,230.69,245.42,0.266861,-0.25,2.6,2.64,374,49
2025-03-03,MSFT,2025-04-04,P,215.97,245.42,0.278287,-0.1,2.71,2.75,173,2490
2025-03-03,MSFT,2025-05-02,C,274.87,245.42,0.21236,0.1,2.06,2.11,157,2478
2025-03-03,MSFT,2025-05-02,C,260.14,245.42,0.22093,0.25,2.14,2.19,191,4667
2025-03-03,MSFT,2025-05-02,C,245.42,245.42,0.249495,0.5,2.42,2.48,277,164
2025-03-03,MSFT,2025-05-02,P,245.42,245.42,0.249495,-0.5,2.43,2.47,145,3969
2025-03-03,MSFT,2025-05-02,P,230.69,245.42,0.278061,-0.25,2.71,2.75,387,4625
2025-03-03,MSFT,2025-05-02,P,215.97,245.42,0.289487,-0.1,2.82,2.87,483,471
2025-03-04,MSFT,2025-03-29,C,275.57,246.04,0.228503,0.1,2.22,2.28,298,4957
2025-03-04,MSFT,2025-03-29,C,260.81,246.04,0.238006,0.25,2.31,2.37,85,1610
2025-03-04,MSFT,2025-03-29,C,246.04,246.04,0.269684,0.5,2.63,2.68,257,1118
2025-03-04,MSFT,2025-03-29,P,246.04,246.04,0.269684,-0.5,2.63,2.68,77,3488
2025-03-04,MSFT,2025-03-29,P,231.28,246.04,0.301362,-0.25,2.94,3.0,118,2201
2025-03-04,MSFT,2025-03-29,P,216.52,246.04,0.314033,-0.1,3.07,3.12,227,1108
2025-03-04,MSFT,2025-04-05,C,275.57,246.04,0.231303,0.1,2.25,2.3,47,324
2025-03-04,MSFT,2025-04-05,C,260.81,246.04,0.240806,0.25,2.34,2.4,270,126
2025-03-04,MSFT,2025-04-05,C,246.04,246.04,0.272484,0.5,2.65,2.71,152,1373
2025-03-04,MSFT,2025-04-05,P,246.04,246.04,0.272484,-0.5,2.66,2.71,71,1414
2025-03-04,MSFT,2025-04-05,P,231.28,246.04,0.304162,-0.25,2.97,3.02,173,2738
2025-03-04,MSFT,2025-04-05,P,216.52,246.04,0.316833,-0.1,3.09,3.14,246,4702
2025-03-04,MSFT,2025-05-03,C,275.57,246.04,0.242503,0.1,2.36,2.41,22,2928
2025-03-04,MSFT,2025-05-03,C,260.81,246.04,0.252006,0.25,2.45,2.51,203,1458
2025-03-04,MSFT,2025-05-03,C,246.04,246.04,0.283684,0.5,2.76,2.82,57,4788
2025-03-04,MSFT,2025-05-03,P,246.04,246.04,0.283684,-0.5,2.76,2.82,272,2853
2025-03-04,MSFT,2025-05-03,P,231.28,246.04,0.315362,-0.25,3.08,3.13,324,2410
2025-03-04,MSFT,2025-05-03,P,216.52,246.04,0.328033,-0.1,3.2,3.25,236,4872
2025-03-05,MSFT,2025-03-30,C,278.1,248.3,0.220472,0.1,2.16,2.22,174,2536
2025-03-05,MSFT,2025-03-30,C,263.2,248.3,0.229107,0.25,2.25,2.3,472,3221
2025-03-05,MSFT,2025-03-30,C,248.3,248.3,0.257889,0.5,2.53,2.59,202,2848
2025-03-05,MSFT,2025-03-30,P,248.3,248.3,0.257889,-0.5,2.53,2.59,69,1835
2025-03-05,MSFT,2025-03-30,P,233.41,248.3,0.286671,-0.25,2.82,2.88,390,3245
2025-03-05,MSFT,2025-03-30,P,218.51,248.3,0.298184,-0.1,2.93,2.99,280,1372
2025-03-05,MSFT,2025-04-06,C,278.1,248.3,0.223272,0.1,2.19,2.24,148,4548
2025-03-05,MSFT,2025-04-06,C,263.2,248.3,0.231907,0.25,2.28,2.32,468,2025
2025-03-05,MSFT,2025-04-06,C,248.3,248.3,0.260689,0.5,2.56,2.62,299,3721
2025-03-05,MSFT,2025-04-06,P,248.3,248.3,0.260689,-0.5,2.56,2.62,212,3699
2025-03-05,MSFT,2025-04-06,P,233.41,248.3,0.289471,-0.25,2.85,2.9,74,2496
2025-03-05,MSFT,2025-04-06,P,218.51,248.3,0.300984,-0.1,2.96,3.02,323,4240
2025-03-05,MSFT,2025-05-04,C,278.1,248.3,0.234472,0.1,2.3,2.36,449,519
2025-03-05,MSFT,2025-05-04,C,263.2,248.3,0.243107,0.25,2.39,2.44,453,2767
2025-03-05,MSFT,2025-05-04,C,248.3,248.3,0.271889,0.5,2.67,2.73,121,2722
2025-03-05,MSFT,2025-05-04,P,248.3,248.3,0.271889,-0.5,2.67,2.73,114,4189
2025-03-05,MSFT,2025-05-04,P,233.41,248.3,0.300671,-0.25,2.96,3.01,428,3084
2025-03-05,MSFT,2025-05-04,P,218.51,248.3,0.312184,-0.1,3.08,3.13,484,1144
2025-03-06,MSFT,2025-03-31,C,277.97,248.19,0.197847,0.1,1.94,1.99,363,4088
2025-03-06,MSFT,2025-03-31,C,263.08,248.19,0.206101,0.25,2.02,2.07,229,413
2025-03-06,MSFT,2025-03-31,C,248.19,248.19,0.233615,0.5,2.29,2.34,374,4191
2025-03-06,MSFT,2025-03-31,P,248.19,248.19,0.233615,-0.5,2.29,2.34,406,1601
2025-03-06,MSFT,2025-03-31,P,233.3,248.19,0.261128,-0.25,2.56,2.62,273,786
2025-03-06,MSFT,2025-03-31,P,218.4,248.19,0.272134,-0.1,2.68,2.72,101,2191
2025-03-06,MSFT,2025-04-07,C,277.97,248.19,0.200647,0.1,1.96,2.02,458,4180
2025-03-06,MSFT,2025-04-07,C,263.08,248.19,0.208901,0.25,2.05,2.09,76,3962
2025-03-06,MSFT,2025-04-07,C,248.19,248.19,0.236415,0.5,2.32,2.37,229,4474
2025-03-06,MSFT,2025-04-07,P,248.19,248.19,0.236415,-0.5,2.32,2.38,126,3889
2025-03-06,MSFT,2025-04-07,P,233.3,248.19,0.263928,-0.25,2.6,2.64,117,1576
2025-03-06,MSFT,2025-04-07,P,218.4,248.19,0.274934,-0.1,2.7,2.76,107,2994
2025-03-06,MSFT,2025-05-05,C,277.97,248.19,0.211847,0.1,2.08,2.13,314,4579
2025-03-06,MSFT,2025-05-05,C,263.08,248.19,0.220101,0.25,2.16,2.21,230,3640
2025-03-06,MSFT,2025-05-05,C,248.19,248.19,0.247615,0.5,2.43,2.49,98,578
2025-03-06,MSFT,2025-05-05,P,248.19,248.19,0.247615,-0.5,2.43,2.49,70,4828
2025-03-06,MSFT,2025-05-05,P,233.3,248.19,0.275128,-0.25,2.71,2.75,477,1122
2025-03-06,MSFT,2025-05-05,P,218.4,248.19,0.286134,-0.1,2.81,2.87,303,2605
2025-03-07,MSFT,2025-04-01,C,278.05,248.26,0.217685,0.1,2.14,2.18,311,1627
2025-03-07,MSFT,2025-04-01,C,263.16,248.26,0.225437,0.25,2.22,2.26,279,4389
2025-03-07,MSFT,2025-04-01,C,248.26,248.26,0.251278,0.5,2.47,2.52,430,3677
2025-03-07,MSFT,2025-04-01,P,248.26,248.26,0.251278,-0.5,2.48,2.52,181,2143
2025-03-07,MSFT,2025-04-01,P,233.37,248.26,0.277119,-0.25,2.73,2.78,127,4261
2025-03-07,MSFT,2025-04-01,P,218.47,248.26,0.287456,-0.1,2.83,2.88,19,2122
2025-03-07,MSFT,2025-04-08,C,278.05,248.26,0.220485,0.1,2.16,2.22,382,81
2025-03-07,MSFT,2025-04-08,C,263.16,248.26,0.228237,0.25,2.24,2.29,430,3876
2025-03-07,MSFT,2025-04-08,C,248.26,248.26,0.254078,0.5,2.5,2.55,410,4605
2025-03-07,MSFT,2025-04-08,P,248.26,248.26,0.254078,-0.5,2.5,2.55,195,3980
2025-03-07,MSFT,2025-04-08,P,233.37,248.26,0.279919,-0.25,2.76,2.8,143,993
2025-03-07,MSFT,2025-04-08,P,218.47,248.26,0.290256,-0.1,2.86,2.91,271,4725
2025-03-07,MSFT,2025-05-06,C,278.05,248.26,0.231685,0.1,2.27,2.33,183,3178
2025-03-07,MSFT,2025-05-06,C,263.16,248.26,0.239437,0.25,2.36,2.4,175,292
2025-03-07,MSFT,2025-05-06,C,248.26,248.26,0.265278,0.5,2.61,2.66,296,4100
2025-03-07,MSFT,2025-05-06,P,248.26,248.26,0.265278,-0.5,2.61,2.66,350,1650
2025-03-07,MSFT,2025-05-06,P,233.37,248.26,0.291119,-0.25,2.86,2.92,339,2923
2025-03-07,MSFT,2025-05-06,P,218.47,248.26,0.301456,-0.1,2.97,3.02,143,31
2025-03-10,MSFT,2025-04-04,C,278.04,248.25,0.221944,0.1,2.18,2.23,29,1183
2025-03-10,MSFT,2025-04-04,C,263.14,248.25,0.228541,0.25,2.24,2.3,279,85
2025-03-10,MSFT,2025-04-04,C,248.25,248.25,0.250529,0.5,2.46,2.52,399,4750
2025-03-10,MSFT,2025-04-04,P,248.25,248.25,0.250529,-0.5,2.47,2.51,402,2294
2025-03-10,MSFT,2025-04-04,P,233.35,248.25,0.272517,-0.25,2.68,2.73,360,4210
2025-03-10,MSFT,2025-04-04,P,218.46,248.25,0.281312,-0.1,2.77,2.82,140,3060
2025-03-10,MSFT,2025-04-11,C,278.04,248.25,0.224744,0.1,2.21,2.25,362,394
2025-03-10,MSFT,2025-04-11,C,263.14,248.25,0.231341,0.25,2.27,2.32,460,3107
2025-03-10,MSFT,2025-04-11,C,248.25,248.25,0.253329,0.5,2.49,2.54,118,4224
2025-03-10,MSFT,2025-04-11,P,248.25,248.25,0.253329,-0.5,2.49,2.54,101,2696
2025-03-10,MSFT,2025-04-11,P,233.35,248.25,0.275317,-0.25,2.7,2.76,471,4008
2025-03-10,MSFT,2025-04-11,P,218.46,248.25,0.284112,-0.1,2.79,2.85,53,4979
2025-03-10,MSFT,2025-05-09,C,278.04,248.25,0.235944,0.1,2.32,2.37,453,3587
2025-03-10,MSFT,2025-05-09,C,263.14,248.25,0.242541,0.25,2.38,2.44,300,878
2025-03-10,MSFT,2025-05-09,C,248.25,248.25,0.264529,0.5,2.6,2.65,334,2146
2025-03-10,MSFT,2025-05-09,P,248.25,248.25,0.264529,-0.5,2.6,2.65,95,908
2025-03-10,MSFT,2025-05-09,P,233.35,248.25,0.286517,-0.25,2.82,2.87,103,3492
2025-03-10,MSFT,2025-05-09,P,218.46,248.25,0.295312,-0.1,2.91,2.96,485,792
2025-03-11,MSFT,2025-04-05,C,280.11,250.1,0.239895,0.1,2.38,2.42,229,1703
2025-03-11,MSFT,2025-04-05,C,265.11,250.1,0.246754,0.25,2.44,2.49,209,4418
2025-03-11,MSFT,2025-04-05,C,250.1,250.1,0.269618,0.5,2.67,2.72,195,2996
2025-03-11,MSFT,2025-04-05,P,250.1,250.1,0.269618,-0.5,2.67,2.73,209,2134
2025-03-11,MSFT,2025-04-05,P,235.1,250.1,0.292483,-0.25,2.9,2.95,236,690
2025-03-11,MSFT,2025-04-05,P,220.09,250.1,0.301629,-0.1,2.99,3.04,390,482
2025-03-11,MSFT,2025-04-12,C,280.11,250.1,0.242695,0.1,2.4,2.45,250,4786
2025-03-11,MSFT,2025-04-12,C,265.11,250.1,0.249554,0.25,2.47,2.52,168,3134
2025-03-11,MSFT,2025-04-12,C,250.1,250.1,0.272418,0.5,2.7,2.75,186,4656
2025-03-11,MSFT,2025-04-12,P,250.1,250.1,0.272418,-0.5,2.7,2.75,398,1342
2025-03-11,MSFT,2025-04-12,P,235.1,250.1,0.295283,-0.25,2.92,2.98,401,2121
2025-03-11,MSFT,2025-04-12,P,220.09,250.1,0.304429,-0.1,3.02,3.07,337,184
2025-03-11,MSFT,2025-05-10,C,280.11,250.1,0.253895,0.1,2.52,2.56,121,4047
2025-03-11,MSFT,2025-05-10,C,265.11,250.1,0.260754,0.25,2.58,2.63,460,4774
2025-03-11,MSFT,2025-05-10,C,250.1,250.1,0.283618,0.5,2.82,2.86,144,3083
2025-03-11,MSFT,2025-05-10,P,250.1,250.1,0.283618,-0.5,2.81,2.86,496,3109
2025-03-11,MSFT,2025-05-10,P,235.1,250.1,0.306483,-0.25,3.04,3.09,94,2895
2025-03-11,MSFT,2025-05-10,P,220.09,250.1,0.315629,-0.1,3.13,3.18,376,4317
2025-03-12,MSFT,2025-04-06,C,280.12,250.1,0.230103,0.1,2.28,2.33,367,3183
2025-03-12,MSFT,2025-04-06,C,265.11,250.1,0.237517,0.25,2.35,2.4,163,902
2025-03-12,MSFT,2025-04-06,C,250.1,250.1,0.262231,0.5,2.59,2.65,483,981
2025-03-12,MSFT,2025-04-06,P,250.1,250.1,0.262231,-0.5,2.6,2.65,32,3097
2025-03-12,MSFT,2025-04-06,P,235.1,250.1,0.286945,-0.25,2.85,2.89,321,179
2025-03-12,MSFT,2025-04-06,P,220.09,250.1,0.296831,-0.1,2.95,2.99,218,625
2025-03-12,MSFT,2025-04-13,C,280.12,250.1,0.232903,0.1,2.31,2.35,270,4148
2025-03-12,MSFT,2025-04-13,C,265.11,250.1,0.240317,0.25,2.38,2.43,461,2143
2025-03-12,MSFT,2025-04-13,C,250.1,250.1,0.265031,0.5,2.63,2.68,361,1517
2025-03-12,MSFT,2025-04-13,P,250.1,250.1,0.265031,-0.5,2.63,2.68,73,1937
2025-03-12,MSFT,2025-04-13,P,235.1,250.1,0.289745,-0.25,2.88,2.92,457,1948
2025-03-12,MSFT,2025-04-13,P,220.09,250.1,0.299631,-0.1,2.98,3.02,157,4432
2025-03-12,MSFT,2025-05-11,C,280.12,250.1,0.244103,0.1,2.41,2.47,29,4313
2025-03-12,MSFT,2025-05-11,C,265.11,250.1,0.251517,0.25,2.5,2.54,47,3756
2025-03-12,MSFT,2025-05-11,C,250.1,250.1,0.276231,0.5,2.74,2.79,441,479
2025-03-12,MSFT,2025-05-11,P,250.1,250.1,0.276231,-0.5,2.73,2.79,303,3883
2025-03-12,MSFT,2025-05-11,P,235.1,250.1,0.300945,-0.25,2.99,3.03,261,4820
2025-03-12,MSFT,2025-05-11,P,220.09,250.1,0.310831,-0.1,3.09,3.13,173,2278
2025-03-13,MSFT,2025-04-07,C,279.25,249.33,0.232899,0.1,2.3,2.34,100,4839
2025-03-13,MSFT,2025-04-07,C,264.29,249.33,0.239909,0.25,2.37,2.42,218,1303
2025-03-13,MSFT,2025-04-07,C,249.33,249.33,0.263274,0.5,2.6,2.65,6,4377
2025-03-13,MSFT,2025-04-07,P,249.33,249.33,0.263274,-0.5,2.6,2.65,481,4665
2025-03-13,MSFT,2025-04-07,P,234.37,249.33,0.286639,-0.25,2.83,2.89,429,3198
2025-03-13,MSFT,2025-04-07,P,219.41,249.33,0.295985,-0.1,2.93,2.98,417,4628
2025-03-13,MSFT,2025-04-14,C,279.25,249.33,0.235699,0.1,2.33,2.37,107,852
2025-03-13,MSFT,2025-04-14,C,264.29,249.33,0.242709,0.25,2.4,2.44,413,1425
2025-03-13,MSFT,2025-04-14,C,249.33,249.33,0.266074,0.5,2.63,2.68,70,4527
2025-03-13,MSFT,2025-04-14,P,249.33,249.33,0.266074,-0.5,2.63,2.68,474,2773
2025-03-13,MSFT,2025-04-14,P,234.37,249.33,0.289439,-0.25,2.86,2.91,377,3540
2025-03-13,MSFT,2025-04-14,P,219.41,249.33,0.298785,-0.1,2.96,3.0,485,252
2025-03-13,MSFT,2025-05-12,C,279.25,249.33,0.246899,0.1,2.44,2.49,384,2679
2025-03-13,MSFT,2025-05-12,C,264.29,249.33,0.253909,0.25,2.51,2.56,487,1676
2025-03-13,MSFT,2025-05-12,C,249.33,249.33,0.277274,0.5,2.74,2.79,330,3405
2025-03-13,MSFT,2025-05-12,P,249.33,249.33,0.277274,-0.5,2.74,2.79,345,2231
2025-03-13,MSFT,2025-05-12,P,234.37,249.33,0.300639,-0.25,2.97,3.03,336,3690
2025-03-13,MSFT,2025-05-12,P,219.41,249.33,0.309985,-0.1,3.07,3.11,294,3289
2025-03-14,MSFT,2025-04-08,C,280.04,250.03,0.223652,0.1,2.21,2.26,205,3573
2025-03-14,MSFT,2025-04-08,C,265.03,250.03,0.231852,0.25,2.3,2.34,338,1408
2025-03-14,MSFT,2025-04-08,C,250.03,250.03,0.259185,0.5,2.56,2.62,175,3694
2025-03-14,MSFT,2025-04-08,P,250.03,250.03,0.259185,-0.5,2.56,2.62,123,4410
2025-03-14,MSFT,2025-04-08,P,235.03,250.03,0.286518,-0.25,2.84,2.89,412,3165
2025-03-14,MSFT,2025-04-08,P,220.03,250.03,0.297451,-0.1,2.95,3.0,117,3488
2025-03-14,MSFT,2025-04-15,C,280.04,250.03,0.226452,0.1,2.24,2.29,71,16
2025-03-14,MSFT,2025-04-15,C,265.03,250.03,0.234652,0.25,2.33,2.37,469,3857
2025-03-14,MSFT,2025-04-15,C,250.03,250.03,0.261985,0.5,2.6,2.64,498,3001
2025-03-14,MSFT,2025-04-15,P,250.03,250.03,0.261985,-0.5,2.59,2.65,131,3708
2025-03-14,MSFT,2025-04-15,P,235.03,250.03,0.289318,-0.25,2.87,2.92,246,1050
2025-03-14,MSFT,2025-04-15,P,220.03,250.03,0.300251,-0.1,2.97,3.03,366,2836
2025-03-14,MSFT,2025-05-13,C,280.04,250.03,0.237652,0.1,2.35,2.4,125,4710
2025-03-14,MSFT,2025-05-13,C,265.03,250.03,0.245852,0.25,2.44,2.48,401,2216
2025-03-14,MSFT,2025-05-13,C,250.03,250.03,0.273185,0.5,2.71,2.75,240,633
2025-03-14,MSFT,2025-05-13,P,250.03,250.03,0.273185,-0.5,2.71,2.76,132,3501
2025-03-14,MSFT,2025-05-13,P,235.03,250.03,0.300518,-0.25,2.98,3.03,359,3451
2025-03-14,MSFT,2025-05-13,P,220.03,250.03,0.311451,-0.1,3.09,3.14,64,4389
2025-03-17,MSFT,2025-04-11,C,278.94,249.05,0.214793,0.1,2.11,2.17,408,744
2025-03-17,MSFT,2025-04-11,C,264.0,249.05,0.22373,0.25,2.2,2.26,451,1864
2025-03-17,MSFT,2025-04-11,C,249.05,249.05,0.253521,0.5,2.5,2.55,127,1076
2025-03-17,MSFT,2025-04-11,P,249.05,249.05,0.253521,-0.5,2.5,2.55,60,636
2025-03-17,MSFT,2025-04-11,P,234.11,249.05,0.283313,-0.25,2.8,2.84,110,3076
2025-03-17,MSFT,2025-04-11,P,219.17,249.05,0.295229,-0.1,2.92,2.96,333,3521
2025-03-17,MSFT,2025-04-18,C,278.94,249.05,0.217593,0.1,2.14,2.19,114,3111
2025-03-17,MSFT,2025-04-18,C,264.0,249.05,0.22653,0.25,2.23,2.28,396,3971
2025-03-17,MSFT,2025-04-18,C,249.05,249.05,0.256321,0.5,2.52,2.58,217,411
2025-03-17,MSFT,2025-04-18,P,249.05,249.05,0.256321,-0.5,2.53,2.58,201,3746
2025-03-17,MSFT,2025-04-18,P,234.11,249.05,0.286113,-0.25,2.83,2.87,310,1325
2025-03-17,MSFT,2025-04-18,P,219.17,249.05,0.298029,-0.1,2.95,2.99,452,2865
2025-03-17,MSFT,2025-05-16,C,278.94,249.05,0.228793,0.1,2.26,2.3,430,3333
2025-03-17,MSFT,2025-05-16,C,264.0,249.05,0.23773,0.25,2.34,2.39,496,3288
2025-03-17,MSFT,2025-05-16,C,249.05,249.05,0.267521,0.5,2.64,2.69,24,3839
2025-03-17,MSFT,2025-05-16,P,249.05,249.05,0.267521,-0.5,2.64,2.69,244,661
2025-03-17,MSFT,2025-05-16,P,234.11,249.05,0.297313,-0.25,2.94,2.98,311,1511
2025-03-17,MSFT,2025-05-16,P,219.17,249.05,0.309229,-0.1,3.05,3.11,117,1638
2025-03-18,MSFT,2025-04-12,C,279.66,249.69,0.221453,0.1,2.19,2.23,217,170
2025-03-18,MSFT,2025-04-12,C,264.67,249.69,0.230962,0.25,2.28,2.33,30,3987
2025-03-18,MSFT,2025-04-12,C,249.69,249.69,0.262661,0.5,2.6,2.65,236,4196
2025-03-18,MSFT,2025-04-12,P,249.69,249.69,0.262661,-0.5,2.6,2.64,342,2353
2025-03-18,MSFT,2025-04-12,P,234.71,249.69,0.294359,-0.25,2.91,2.97,354,3376
2025-03-18,MSFT,2025-04-12,P,219.73,249.69,0.307039,-0.1,3.04,3.1,350,1376
2025-03-18,MSFT,2025-04-19,C,279.66,249.69,0.224253,0.1,2.21,2.26,172,3387
2025-03-18,MSFT,2025-04-19,C,264.67,249.69,0.233762,0.25,2.31,2.36,198,4080
2025-03-18,MSFT,2025-04-19,C,249.69,249.69,0.265461,0.5,2.63,2.67,398,475
2025-03-18,MSFT,2025-04-19,P,249.69,249.69,0.265461,-0.5,2.62,2.68,21,3528
2025-03-18,MSFT,2025-04-19,P,234.71,249.69,0.297159,-0.25,2.94,3.0,120,4461
2025-03-18,MSFT,2025-04-19,P,219.73,249.69,0.309839,-0.1,3.07,3.12,216,3210
2025-03-18,MSFT,2025-05-17,C,279.66,249.69,0.235453,0.1,2.32,2.38,96,1226
2025-03-18,MSFT,2025-05-17,C,264.67,249.69,0.244962,0.25,2.42,2.47,26,4551
2025-03-18,MSFT,2025-05-17,C,249.69,249.69,0.276661,0.5,2.74,2.78,260,4641
2025-03-18,MSFT,2025-05-17,P,249.69,249.69,0.276661,-0.5,2.74,2.79,455,4466
2025-03-18,MSFT,2025-05-17,P,234.71,249.69,0.308359,-0.25,3.05,3.11,418,3360
2025-03-18,MSFT,2025-05-17,P,219.73,249.69,0.321039,-0.1,3.18,3.23,227,345
2025-03-19,MSFT,2025-04-13,C,280.21,250.19,0.215429,0.1,2.13,2.19,169,4781
2025-03-19,MSFT,2025-04-13,C,265.2,250.19,0.225327,0.25,2.23,2.28,69,3232
2025-03-19,MSFT,2025-04-13,C,250.19,250.19,0.25832,0.5,2.56,2.61,495,2766
2025-03-19,MSFT,2025-04-13,P,250.19,250.19,0.25832,-0.5,2.56,2.61,146,3064
2025-03-19,MSFT,2025-04-13,P,235.18,250.19,0.291312,-0.25,2.89,2.94,319,453
2025-03-19,MSFT,2025-04-13,P,220.17,250.19,0.304509,-0.1,3.02,3.07,440,1577
2025-03-19,MSFT,2025-04-20,C,280.21,250.19,0.218229,0.1,2.16,2.21,287,975
2025-03-19,MSFT,2025-04-20,C,265.2,250.19,0.228127,0.25,2.25,2.31,41,4821
2025-03-19,MSFT,2025-04-20,C,250.19,250.19,0.26112,0.5,2.59,2.64,309,4727
2025-03-19,MSFT,2025-04-20,P,250.19,250.19,0.26112,-0.5,2.58,2.64,143,1097
2025-03-19,MSFT,2025-04-20,P,235.18,250.19,0.294112,-0.25,2.92,2.96,56,1065
2025-03-19,MSFT,2025-04-20,P,220.17,250.19,0.307309,-0.1,3.05,3.1,364,2918
2025-03-19,MSFT,2025-05-18,C,280.21,250.19,0.229429,0.1,2.27,2.32,464,4565
2025-03-19,MSFT,2025-05-18,C,265.2,250.19,0.239327,0.25,2.37,2.42,162,1804
2025-03-19,MSFT,2025-05-18,C,250.19,250.19,0.27232,0.5,2.7,2.76,291,4766
2025-03-19,MSFT,2025-05-18,P,250.19,250.19,0.27232,-0.5,2.7,2.75,395,3960
2025-03-19,MSFT,2025-05-18,P,235.18,250.19,0.305312,-0.25,3.03,3.09,459,3006
2025-03-19,MSFT,2025-05-18,P,220.17,250.19,0.318509,-0.1,3.16,3.22,77,333
2025-03-20,MSFT,2025-04-14,C,279.96,249.96,0.224028,0.1,2.21,2.26,259,198
2025-03-20,MSFT,2025-04-14,C,264.96,249.96,0.234716,0.25,2.33,2.37,216,118
